site,title,author,url
Project Gutenberg Canada,"The Handling of Words,","Lee, Vernon [Paget, Violet] (1856-1935)",https://gutenberg.ca/ebooks/lee-handling/lee-handling-00-t.txt
Project Gutenberg Canada,The Happy Tree,"Kaye-Smith, Sheila (1887-1956)",https://gutenberg.ca/ebooks/kayesmith-happytree/kayesmith-happytree-00-t.txt
Project Gutenberg Canada,The Haunted Dolls' House,"James, Montague Rhodes (1862-1936)",https://gutenberg.ca/ebooks/james-haunteddolls/james-haunteddolls-00-t.txt
Project Gutenberg Canada,The Haunted Woman,"Lindsay, David (1876-1945)",https://gutenberg.ca/ebooks/lindsayd-hauntedwoman/lindsayd-hauntedwoman-00-t.txt
Project Gutenberg Canada,The Heart Is a Lonely Hunter,"McCullers, Carson (1917-1967)",https://gutenberg.ca/ebooks/mccullersc-heartisalonelyhunter/mccullersc-heartisalonelyhunter-00-t.txt
Project Gutenberg Canada,The Heritage of Hatcher Ide,"Tarkington, Booth [Newton Booth] (1869-1946)",https://gutenberg.ca/ebooks/tarkingtonb-heritageofhatcheride/tarkingtonb-heritageofhatcheride-00-t.txt
Project Gutenberg Canada,The High White Forest,"Allen, Ralph (1913-1966)",https://gutenberg.ca/ebooks/allenr-highwhiteforest/allenr-highwhiteforest-00-t.txt
Project Gutenberg Canada,The High Window,"Chandler, Raymond Thornton (1888-1959)",https://gutenberg.ca/ebooks/chandlerr-highwindow/chandlerr-highwindow-00-t.txt
Project Gutenberg Canada,The History of a Merchant's Widow and her Young Family,"Hofland, Barbara (1770-1844)",https://gutenberg.ca/ebooks/hofland-merchantswidow/hofland-merchantswidow-00-t.txt
Project Gutenberg Canada,The History of the Five Indian Nations of Canada,"Colden, Cadwallader (1688-1776)",https://gutenberg.ca/ebooks/coldenc-fiveindiannations01/coldenc-fiveindiannations01-00-t.txt
Project Gutenberg Canada,The History of the Five Indian Nations of Canada,"Colden, Cadwallader (1688-1776)",https://gutenberg.ca/ebooks/coldenc-fiveindiannations02/coldenc-fiveindiannations02-00-t.txt
Project Gutenberg Canada,The History of the Northern Interior of British Columbia,"Morice, Adrien-Gabriel (1859-1938)",https://gutenberg.ca/ebooks/morice-northern/morice-northern-00-t.txt
Project Gutenberg Canada,The Horse and his Boy,"Lewis, C. S. [Clive Staples] (1898-1963)",https://gutenberg.ca/ebooks/lewiscs-thehorseandhisboy/lewiscs-thehorseandhisboy-00-t.txt
Project Gutenberg Canada,The Hounds of God. A Romance.,"Sabatini, Rafael (1875-1950)",https://gutenberg.ca/ebooks/sabatinir-houndsofgod/sabatinir-houndsofgod-00-t.txt
Project Gutenberg Canada,The Hour Before the Dawn,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-hourbeforethedawn/maughamws-hourbeforethedawn-00-t.txt
Project Gutenberg Canada,The House That Is Our Own,"Buchan, Anna Masterton [Douglas, O.] (1877-1948)",https://gutenberg.ca/ebooks/buchana-housethatisourown/buchana-housethatisourown-00-t.txt
Project Gutenberg Canada,The House Without a Key,"Biggers, Earl Derr (1884-1933)",https://gutenberg.ca/ebooks/biggersed-housewithoutakey/biggersed-housewithoutakey-00-t.txt
Project Gutenberg Canada,The House in Lordship Lane,"Mason, A. E. W. [Alfred Edward Woodley] (1865-1948)",https://gutenberg.ca/ebooks/masonaew-houseinlordshiplane/masonaew-houseinlordshiplane-00-t.txt
Project Gutenberg Canada,The House of the Four Winds,"Buchan, John (1875-1940)",https://gutenberg.ca/ebooks/buchanj-houseofthefourwinds/buchanj-houseofthefourwinds-00-t.txt
Project Gutenberg Canada,The House with the Blue Door,"Footner, Hulbert (1879-1944)",https://gutenberg.ca/ebooks/footnerh-housewiththebluedoor/footnerh-housewiththebluedoor-00-t.txt
Project Gutenberg Canada,The Hymnody of the Christian Church,"Benson, Louis FitzGerald (1855-1930)",https://gutenberg.ca/ebooks/bensonl-hymnody/bensonl-hymnody-00-t.txt
Project Gutenberg Canada,The Ideal,"Weinbaum, Stanley G. [Grauman] (1902-1935)",https://gutenberg.ca/ebooks/weinbaumsg-theideal/weinbaumsg-theideal-00-t.txt
Project Gutenberg Canada,The Immortal Dweller,"Fewster, Ernest Philip (1868-1947)",https://gutenberg.ca/ebooks/fewstere-immortaldweller/fewstere-immortaldweller-00-t.txt
Project Gutenberg Canada,The Imperial Stars,"Smith, Edward E. [Elmer] ""Doc"" (1890-1965)",https://gutenberg.ca/ebooks/smithee-imperialstars/smithee-imperialstars-00-t.txt
Project Gutenberg Canada,The Improper Duchess. A modern comedy in three acts.,"Fagan, James Bernard (1873-1933)",https://gutenberg.ca/ebooks/faganjb-improperduchess/faganjb-improperduchess-00-t.txt
Project Gutenberg Canada,The Incredulity of Father Brown,"Chesterton, Gilbert Keith (1874-1936)",https://gutenberg.ca/ebooks/chestertongk-incredulityoffatherbrown/chestertongk-incredulityoffatherbrown-00-t.txt
Project Gutenberg Canada,The Inevitable Millionaires,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheimep-inevitablemillionaires/oppenheimep-inevitablemillionaires-00-t.txt
Project Gutenberg Canada,The Innocence of Father Brown,"Chesterton, Gilbert Keith (1874-1936)",https://gutenberg.ca/ebooks/chestertongk-innocenceoffatherbrown/chestertongk-innocenceoffatherbrown-00-t.txt
Project Gutenberg Canada,The Inquisitor. A Novel.,"Walpole, Sir Hugh Seymour (1884-1941)",https://gutenberg.ca/ebooks/walpoleh-inquisitor/walpoleh-inquisitor-00-t.txt
Project Gutenberg Canada,The Interloper,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheimep-interloper/oppenheimep-interloper-00-t.txt
Project Gutenberg Canada,The Iron Star,"Taine, John [Bell, Eric Temple] (1883-1960)",https://gutenberg.ca/ebooks/tainej-ironstar/tainej-ironstar-00-t.txt
Project Gutenberg Canada,The Island Providence,"Niven, Frederick John (1878-1944)",https://gutenberg.ca/ebooks/niven-island/niven-island-00-t.txt
Project Gutenberg Canada,The Island of Captain Sparrow,"Wright, S. Fowler [Sydney Fowler] (1874-1965)",https://gutenberg.ca/ebooks/wrightsf-islandofcaptainsparrow/wrightsf-islandofcaptainsparrow-00-t.txt
Project Gutenberg Canada,The Island of Sheep,"Buchan, John (1875-1940)",https://gutenberg.ca/ebooks/buchanj-islandofsheep/buchanj-islandofsheep-00-t.txt
Project Gutenberg Canada,The Island of Terror,"Sapper [McNeile, Herman Cyril] (1888-1937)",https://gutenberg.ca/ebooks/sapper-islandofterror/sapper-islandofterror-00-t.txt
Project Gutenberg Canada,The Key,"Wentworth, Patricia [Elles, Dora Amy] (1878-1961)",https://gutenberg.ca/ebooks/wentworthp-thekey/wentworthp-thekey-00-t.txt
Project Gutenberg Canada,The Kidnapping of Madame Storey and Other Stories,"Footner, Hulbert (1879-1944)",https://gutenberg.ca/ebooks/footner-kidnapping/footner-kidnapping-00-t.txt
Project Gutenberg Canada,The King Who Was a King. The Book of a Film.,"Wells, Herbert George (1866-1946)",https://gutenberg.ca/ebooks/wellshg-kingwhowasaking/wellshg-kingwhowasaking-00-t.txt
Project Gutenberg Canada,The King of Elfland's Daughter,"Lord Dunsany [Edward John Moreton Drax Plunkett,",https://gutenberg.ca/ebooks/dunsany-kingofelflandsdaughter/dunsany-kingofelflandsdaughter-00-t.txt
Project Gutenberg Canada,The King of the Cats,"Benét, Stephen Vincent (1898-1943)",https://gutenberg.ca/ebooks/benetsv-thirteen03-kingofthecats/benetsv-thirteen03-kingofthecats-00-t.txt
Project Gutenberg Canada,The King's Grace 1910-1935,"Buchan, John (1875-1940)",https://gutenberg.ca/ebooks/buchanj-kingsgrace/buchanj-kingsgrace-00-t.txt
Project Gutenberg Canada,The King's Minion,"Sabatini, Rafael (1875-1950)",https://gutenberg.ca/ebooks/sabatinir-kingsminion/sabatinir-kingsminion-00-t.txt
Project Gutenberg Canada,The Kingdom of the Sun. A Romance of the Far West Coast.,"Stephen, Alexander Maitland (1882-1942)",https://gutenberg.ca/ebooks/stephenam-kingdomofthesun/stephenam-kingdomofthesun-00-t.txt
Project Gutenberg Canada,The Knight of the Burning Pestle,"Beaumont, Francis (1584-1616)",https://gutenberg.ca/ebooks/beaumontfletcher-knightpestle/beaumontfletcher-knightpestle-00-t.txt
Project Gutenberg Canada,The Knights,Aristophanes (445 B.C. or earlier - ca. 385 B.C.),https://gutenberg.ca/ebooks/murrayaristophanes-knights/murrayaristophanes-knights-00-t.txt
Project Gutenberg Canada,The Lady in the Lake,"Chandler, Raymond Thornton (1888-1959)",https://gutenberg.ca/ebooks/chandlerr-ladyinthelake/chandlerr-ladyinthelake-00-t.txt
Project Gutenberg Canada,The Land,"Sackville-West, Vita [Victoria Mary] (1892-1962)",https://gutenberg.ca/ebooks/sackvillewestv-theland/sackvillewestv-theland-00-t.txt
Project Gutenberg Canada,The Land is Bright,"Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-landisbright/kjelgaardj-landisbright-00-t.txt
Project Gutenberg Canada,The Last Battle,"Lewis, C. S. [Clive Staples] (1898-1963)",https://gutenberg.ca/ebooks/lewiscs-lastbattle/lewiscs-lastbattle-00-t.txt
Project Gutenberg Canada,The Last Laird of MacNab. An Episode in the,"Fraser, Alexander (1860-1936)",https://gutenberg.ca/ebooks/frasera-lastlairdofmacnab/frasera-lastlairdofmacnab-00-t.txt
Project Gutenberg Canada,The Last Man,"Noyes, Alfred (1880-1958)",https://gutenberg.ca/ebooks/noyesa-thelastman/noyesa-thelastman-00-t.txt
Project Gutenberg Canada,The Last of the Vikings,"Treece, Henry [Henry William] (1911-1966)",https://gutenberg.ca/ebooks/treeceh-lastofthevikings/treeceh-lastofthevikings-00-t.txt
Project Gutenberg Canada,The Left Lady,"Turnbull, Margaret (d. 1942)",https://gutenberg.ca/ebooks/turnbull-leftlady/turnbull-leftlady-00-t.txt
Project Gutenberg Canada,The Letters of a Remittance Man to his Mother,"Jarvis, William Henry Pope (1876-1944)",https://gutenberg.ca/ebooks/jarvis-remittance/jarvis-remittance-00-t.txt
Project Gutenberg Canada,The Lieutenant-Governors of Upper Canada,"Read, David Breakenridge (1823-1904)",https://gutenberg.ca/ebooks/readdb-lieutenantgovernors/readdb-lieutenantgovernors-00-t.txt
Project Gutenberg Canada,"The Life and Times of Wm. Lyon Mackenzie,","Lindsey, Charles (1820-1908)",https://gutenberg.ca/ebooks/lindsey-mackenzie1/lindsey-mackenzie1-00-t.txt
Project Gutenberg Canada,The Life of Sir Henry Morgan. With an account of the,"Cruikshank, Ernest Alexander (1853-1939)",https://gutenberg.ca/ebooks/cruikshank-henrymorgan/cruikshank-henrymorgan-00-t.txt
Project Gutenberg Canada,"The Lion, the Witch and the Wardrobe.","Lewis, C. S. [Clive Staples] (1898-1963)",https://gutenberg.ca/ebooks/lewiscs-thelionthewitchandthewardrobe/lewiscs-thelionthewitchandthewardrobe-00-t.txt
Project Gutenberg Canada,The Little Black Bag,"Kornbluth, Cyril M. (1924-1958)",https://gutenberg.ca/ebooks/kornbluth-littleblack/kornbluth-littleblack-00-t.txt
Project Gutenberg Canada,The Little Bookroom. Eleanor Farjeon's,"Farjeon, Eleanor (1881-1965)",https://gutenberg.ca/ebooks/farjeone-littlebookroom/farjeone-littlebookroom-00-t.txt
Project Gutenberg Canada,"The Little Quaker; or, The triumph of virtue. A tale for the instruction of youth.",Susanna Moodie (1803-1885),https://gutenberg.ca/ebooks/moodie-quaker/moodie-quaker-00-t.txt
Project Gutenberg Canada,The Little World,"Benson, Stella (1892-1933)",https://gutenberg.ca/ebooks/benson-little/benson-little-00-t.txt
Project Gutenberg Canada,The Little Yaller Baby,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit18-yallerbaby/fielde-profit18-yallerbaby-00-t.txt
Project Gutenberg Canada,The Lone Hand,"Bindloss, Harold (1866-1945)",https://gutenberg.ca/ebooks/bindlossh-lonehand/bindlossh-lonehand-00-t.txt
Project Gutenberg Canada,The Long Goodbye,"Chandler, Raymond Thornton (1888-1959)",https://gutenberg.ca/ebooks/chandlerr-longgoodbye/chandlerr-longgoodbye-00-t.txt
Project Gutenberg Canada,The Lorenzo Bunch,"Tarkington, Booth [Newton Booth] (1869-1946)",https://gutenberg.ca/ebooks/tarkingtonb-lorenzobunch/tarkingtonb-lorenzobunch-00-t.txt
Project Gutenberg Canada,The Loring Mystery,"Farnol, John Jeffery (1878-1952)",https://gutenberg.ca/ebooks/farnol-loring/farnol-loring-00-t.txt
Project Gutenberg Canada,The Lost Tools of Learning,Dorothy L. Sayers (1893-1957),https://gutenberg.ca/ebooks/sayers-lost/sayers-lost-00-t.txt
Project Gutenberg Canada,The Lost Wagon,"Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-lostwagon/kjelgaardj-lostwagon-00-t.txt
Project Gutenberg Canada,The Lost Weekend,"Jackson, Charles [Charles Reginald] (1903-1968)",https://gutenberg.ca/ebooks/jacksoncr-lostweekend/jacksoncr-lostweekend-00-t.txt
Project Gutenberg Canada,The Love-Story of Aliette Brunton,"Frankau, Gilbert (1884-1952)",https://gutenberg.ca/ebooks/frankaug-lovestoryofaliettebrunton/frankaug-lovestoryofaliettebrunton-00-t.txt
Project Gutenberg Canada,The Loved One. An Anglo-American Tragedy.,"Waugh, Evelyn [Arthur Evelyn St John] (1903-1966)",https://gutenberg.ca/ebooks/waughe-lovedone/waughe-lovedone-00-t.txt
Project Gutenberg Canada,The Luckiest Man in Denv,"Kornbluth, Cyril M. (1924-1958)",https://gutenberg.ca/ebooks/kornbluthcm-luckiestmanindenv/kornbluthcm-luckiestmanindenv-00-t.txt
Project Gutenberg Canada,The Mac's of '37. A Story of The Canadian Rebellion.,"Price-Brown, John (1844-1938)",https://gutenberg.ca/ebooks/pricebrown-macsof37/pricebrown-macsof37-00-t.txt
Project Gutenberg Canada,The Magic Bottle,"Hare, Cyril [Clark, Alfred Alexander Gordon] (1900-1958)",https://gutenberg.ca/ebooks/harec-magicbottle/harec-magicbottle-00-t.txt
Project Gutenberg Canada,The Magic Walking-Stick,"Buchan, John (1875-1940)",https://gutenberg.ca/ebooks/buchanj-magicwalkingstick/buchanj-magicwalkingstick-00-t.txt
Project Gutenberg Canada,The Magician's Nephew,"Lewis, C. S. [Clive Staples] (1898-1963)",https://gutenberg.ca/ebooks/lewiscs-magiciansnephew/lewiscs-magiciansnephew-00-t.txt
Project Gutenberg Canada,The Maids of Paradise,"Chambers, Robert William (1865-1933)",https://gutenberg.ca/ebooks/chambersrw-maids/chambersrw-maids-00-t.txt
Project Gutenberg Canada,The Maltese Falcon,"Hammett, Dashiell [Samuel Dashiell] (1894-1961)",https://gutenberg.ca/ebooks/hammettd-maltesefalcon/hammettd-maltesefalcon-00-t.txt
Project Gutenberg Canada,The Man Who Changed His Plea,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheime-manwhochangedhisplea/oppenheime-manwhochangedhisplea-00-t.txt
Project Gutenberg Canada,The Man Who Had Everything,"Bromfield, Louis (1896-1956)",https://gutenberg.ca/ebooks/bromfieldl-manwhohadeverything/bromfieldl-manwhohadeverything-00-t.txt
Project Gutenberg Canada,The Man Who Mastered Time,"Cummings, Ray [Raymond King] (1887-1957)",https://gutenberg.ca/ebooks/cummingsr-manwhomastered time/cummingsr-manwhomastered time-00-t.txt
Project Gutenberg Canada,The Man Who Missed the 'Bus,"Benson, Stella (1892-1933)",https://gutenberg.ca/ebooks/benson-bus/benson-bus-00-t.txt
Project Gutenberg Canada,The Man in the Queue,"Tey, Josephine [Elizabeth MacKintosh] (1896-1952)",https://gutenberg.ca/ebooks/teyj-maninthequeue/teyj-maninthequeue-00-t.txt
Project Gutenberg Canada,The Man with a Load of Mischief.,"Dukes, Ashley (1885-1959)",https://gutenberg.ca/ebooks/dukes-loadofmischief/dukes-loadofmischief-00-t.txt
Project Gutenberg Canada,The Man with the Golden Gun,"Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-manwiththegoldengun/flemingi-manwiththegoldengun-00-t.txt
Project Gutenberg Canada,The Man with the Pan-Pipes and other stories,"Molesworth, Mary Louisa (1839-1921)",https://gutenberg.ca/ebooks/molesworthml-panpipes/molesworthml-panpipes-00-t.txt
Project Gutenberg Canada,The Marbled Catskin,"Gibbons, Charles Harrison (1869-1931)",https://gutenberg.ca/ebooks/gibbonsch-marbledcatskin/gibbonsch-marbledcatskin-00-t.txt
Project Gutenberg Canada,The Marching Morons,"Kornbluth, Cyril M. (1924-1958)",https://gutenberg.ca/ebooks/kornbluthcm-marchingmorons/kornbluthcm-marchingmorons-00-t.txt
Project Gutenberg Canada,The Mariner of St Malo:,Stephen Leacock (1869-1944),https://gutenberg.ca/ebooks/leacock-mariner/leacock-mariner-00-t.txt
Project Gutenberg Canada,The Marriage of Elinor,"Oliphant, Margaret Oliphant Wilson (1828-1897)",https://gutenberg.ca/ebooks/oliphant-elinor/oliphant-elinor-00-t.txt
Project Gutenberg Canada,The Master Revenge,"Cody, Hiram Alfred (1872-1948)",https://gutenberg.ca/ebooks/cody-master/cody-master-00-t.txt
Project Gutenberg Canada,The Master of Jalna,"de la Roche, Mazo (1879-1961)",https://gutenberg.ca/ebooks/delarochem-masterofjalna/delarochem-masterofjalna-00-t.txt
Project Gutenberg Canada,The Meaning of the Wild Body,"Lewis, Percy Wyndham (1882-1957)",https://gutenberg.ca/ebooks/lewisw-wild09-meaning/lewisw-wild09-meaning-00-t.txt
Project Gutenberg Canada,The Means to Prosperity,John Maynard Keynes (1883-1946),https://gutenberg.ca/ebooks/keynes-means/keynes-means-00-t.txt
Project Gutenberg Canada,The Measure of A Man. A Tale of The Big Woods.,"Duncan, Norman McLean (1871-1916)",https://gutenberg.ca/ebooks/duncann-measure/duncann-measure-00-t.txt
Project Gutenberg Canada,The Men of the Last Frontier,"Grey Owl [Belaney, Archibald Stansfeld] (1888-1938)",https://gutenberg.ca/ebooks/greyowl-menofthelastfrontier/greyowl-menofthelastfrontier-00-t.txt
Project Gutenberg Canada,The Mezzotint,"James, Montague Rhodes (1862-1936)",https://gutenberg.ca/ebooks/jamesmr-mezzotint/jamesmr-mezzotint-00-t.txt
Project Gutenberg Canada,The Midlander,"Tarkington, Booth [Newton Booth] (1869-1946)",https://gutenberg.ca/ebooks/tarkingtonb-themidlander/tarkingtonb-themidlander-00-t.txt
Project Gutenberg Canada,The Million Pound Deposit,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheimep-millionpounddeposit/oppenheimep-millionpounddeposit-00-t.txt
Project Gutenberg Canada,The Mindworm,"Kornbluth, Cyril M. (1924-1958)",https://gutenberg.ca/ebooks/kornbluthcm-themindworm/kornbluthcm-themindworm-00-t.txt
Project Gutenberg Canada,The Missing Mortgagee,"Freeman, R. Austin [Richard Austin] (1862-1943)",https://gutenberg.ca/ebooks/freemanra-fc05missingmortgagee/freemanra-fc05missingmortgagee-00-t.txt
Project Gutenberg Canada,The Modern Griselda. A Tale.,"Edgeworth, Maria (1767-1849)",https://gutenberg.ca/ebooks/edgeworth-moderngriselda/edgeworth-moderngriselda-00-t.txt
Project Gutenberg Canada,"The Money Moon, A Romance","Farnol, John Jeffery (1878-1952)",https://gutenberg.ca/ebooks/farnol-moneymoon/farnol-moneymoon-00-t.txt
Project Gutenberg Canada,The Most Dangerous Game,"Connell, Richard [Richard Edward, Jr.] (1893-1949)",https://gutenberg.ca/ebooks/connellr-mostdangerousgame/connellr-mostdangerousgame-00-t.txt
Project Gutenberg Canada,The Mountain and the Sea,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit06-mountain/fielde-profit06-mountain-00-t.txt
Project Gutenberg Canada,The Mouse and the Moonbeam,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit04-mouse/fielde-profit04-mouse-00-t.txt
Project Gutenberg Canada,"The Mystery of the Woods, and The Man Who Missed It","Murray, William Henry Harrison (1840-1904)",https://gutenberg.ca/ebooks/murraywhh-mystery/murraywhh-mystery-00-t.txt
Project Gutenberg Canada,The Narrow Corner,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-narrowcorner/maughamws-narrowcorner-00-t.txt
Project Gutenberg Canada,The Necromancer: or The Tale of the Black Forest.,"Flammenberg, Lorenz [Kahlert, Karl Friedrich] (1765-1813)",https://gutenberg.ca/ebooks/flammenbergl-necromancer/flammenbergl-necromancer-00-t.txt
Project Gutenberg Canada,The Night Visitor and Other Stories,"Bennett, Enoch Arnold (1867-1931)",https://gutenberg.ca/ebooks/bennett-night/bennett-night-00-t.txt
Project Gutenberg Canada,The Night of Hoggy Darn,"McKenna, Richard [Richard Milton] (1913-1964)",https://gutenberg.ca/ebooks/mckennar-nightofhoggydarn/mckennar-nightofhoggydarn-00-t.txt
Project Gutenberg Canada,"The North-West Passage, 1940-1942 and 1944.","Larsen, Henry [Henry Asbjorn] (1899-1964)",https://gutenberg.ca/ebooks/larsenh-northwestpassage/larsenh-northwestpassage-00-t.txt
Project Gutenberg Canada,The Oak-tree and the Ivy,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit08-oaktree/fielde-profit08-oaktree-00-t.txt
Project Gutenberg Canada,The Oaken Heart,"Allingham, Margery [Youngman Carter, Margery Louise]",https://gutenberg.ca/ebooks/allinghamm-oakenheart/allinghamm-oakenheart-00-t.txt
Project Gutenberg Canada,The Obeah Murders,"Footner, Hulbert (1879-1944)",https://gutenberg.ca/ebooks/footnerh-obeahmurders/footnerh-obeahmurders-00-t.txt
Project Gutenberg Canada,The Old Ladies,"Walpole, Sir Hugh Seymour (1884-1941)",https://gutenberg.ca/ebooks/walpoleh-oldladies/walpoleh-oldladies-00-t.txt
Project Gutenberg Canada,The Old Man,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit16-oldman/fielde-profit16-oldman-00-t.txt
Project Gutenberg Canada,The Old Man and the Sea,"Hemingway, Ernest (1899-1961)",https://gutenberg.ca/ebooks/hemingwaye-oldmanandthesea/hemingwaye-oldmanandthesea-00-t.txt
Project Gutenberg Canada,The Old Nurse's Stocking-Basket,"Farjeon, Eleanor (1881-1965)",https://gutenberg.ca/ebooks/farjeone-oldnursesstockingbasket/farjeone-oldnursesstockingbasket-00-t.txt
Project Gutenberg Canada,The Once and Future King,"White, T. H. [Terence Hanbury] (1906-1964)",https://gutenberg.ca/ebooks/whiteth-onceandfutureking/whiteth-onceandfutureking-00-t.txt
Project Gutenberg Canada,The Ordeal of Gilbert Pinfold,"Waugh, Evelyn [Arthur Evelyn St John] (1903-1966)",https://gutenberg.ca/ebooks/waughe-ordealofgilbertpinfold/waughe-ordealofgilbertpinfold-00-t.txt
Project Gutenberg Canada,The Orphan; or The Unhappy Marriage,"Otway, Thomas (1652-1685)",https://gutenberg.ca/ebooks/otway-orphan/otway-orphan-00-t.txt
Project Gutenberg Canada,The Orphans of Glen Elder: A Tale of Scottish Life,Margaret Murray Robertson (1823-1897),https://gutenberg.ca/ebooks/robertsonm-orphans/robertsonm-orphans-00-t.txt
Project Gutenberg Canada,The Ostrekoff Jewels,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheimep-ostrekoffjewels/oppenheimep-ostrekoffjewels-00-t.txt
Project Gutenberg Canada,The Painted Veil,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-paintedveil/maughamws-paintedveil-00-t.txt
Project Gutenberg Canada,The Palace in the Garden,"Molesworth, Mary Louisa (1839-1921)",https://gutenberg.ca/ebooks/molesworth-palaceinthegarden/molesworth-palaceinthegarden-00-t.txt
Project Gutenberg Canada,The Parowan Bonanza,"Bower, B. M. [Bower, Bertha Muzzy] (1871-1940)",https://gutenberg.ca/ebooks/bower-parowan/bower-parowan-00-t.txt
Project Gutenberg Canada,The Passing Throng,"Guest, Edgar Albert (1881-1959)",https://gutenberg.ca/ebooks/gueste-passingthrong/gueste-passingthrong-00-t.txt
Project Gutenberg Canada,The Passionate Quest,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheimep-passionatequest/oppenheimep-passionatequest-00-t.txt
Project Gutenberg Canada,The Peacemaker,Forester. C. S. [Cecil Scott],https://gutenberg.ca/ebooks/forestercs-thepeacemaker/forestercs-thepeacemaker-00-t.txt
Project Gutenberg Canada,The Pearl Lagoon,"Nordhoff, Charles (1887-1947)",https://gutenberg.ca/ebooks/nordhoffc-pearllagoon1924/nordhoffc-pearllagoon1924-00-t.txt
Project Gutenberg Canada,The Pearl Lagoon,"Nordhoff, Charles Bernard (1887-1947)",https://gutenberg.ca/ebooks/nordhoffc-pearllagoon/nordhoffc-pearllagoon-00-t.txt
Project Gutenberg Canada,The Persians [Persae],Aeschylus (ca. 525-456 B.C.),https://gutenberg.ca/ebooks/murrayaeschylus-persians/murrayaeschylus-persians-00-t.txt
Project Gutenberg Canada,The Phantom City,"Robeson, Kenneth [Dent, Lester Bernard (1904-1959)]",https://gutenberg.ca/ebooks/robesonk-phantomcity/robesonk-phantomcity-00-t.txt
Project Gutenberg Canada,The Picturesque St. Lawrence,"Johnson, Clifton (1865-1940)",https://gutenberg.ca/ebooks/johnsoncl-stlawrence/johnsoncl-stlawrence-00-t.txt
Project Gutenberg Canada,The Pigeon House,"Williams, Valentine (1883-1946)",https://gutenberg.ca/ebooks/williamsv-pigeonhouse/williamsv-pigeonhouse-00-t.txt
Project Gutenberg Canada,The Place of the Lion,"Williams, Charles Walter Stansby (1886-1945)",https://gutenberg.ca/ebooks/williamsc-placeofthelion/williamsc-placeofthelion-00-t.txt
Project Gutenberg Canada,The Plains of Abraham,"Curwood, James Oliver (1878-1927)",https://gutenberg.ca/ebooks/curwood-abraham/curwood-abraham-00-t.txt
Project Gutenberg Canada,The Plays of Mr. Noel Coward,"Macdonell, A. G. [Archibald Gordon] (1895-1941)",https://gutenberg.ca/ebooks/macdonellag-playsofmrnoelcoward/macdonellag-playsofmrnoelcoward-00-t.txt
Project Gutenberg Canada,The Point of View,"Weinbaum, Stanley G. [Grauman] (1902-1935)",https://gutenberg.ca/ebooks/weinbaumsg-pointofview/weinbaumsg-pointofview-00-t.txt
Project Gutenberg Canada,"The Poisoned Paradise, A Romance of Monte Carlo","Service, Robert William (1874-1958)",https://gutenberg.ca/ebooks/service-poisoned/service-poisoned-00-t.txt
Project Gutenberg Canada,The Polar Treasure,"Robeson, Kenneth [Dent, Lester Bernard (1904-1959)]",https://gutenberg.ca/ebooks/robesonk-polartreasure/robesonk-polartreasure-00-t.txt
Project Gutenberg Canada,The Political Madhouse in America and Nearer Home.,"Shaw, George Bernard (1856-1950)",https://gutenberg.ca/ebooks/shawgb-politicalmadhouse/shawgb-politicalmadhouse-00-t.txt
Project Gutenberg Canada,The Pretender. A Story of the Latin Quarter.,"Service, Robert William (1874-1958)",https://gutenberg.ca/ebooks/service-pretender/service-pretender-00-t.txt
Project Gutenberg Canada,The Privateer,Gordon Daviot [Elizabeth MacKintosh] (1896-1952),https://gutenberg.ca/ebooks/daviot-privateer/daviot-privateer-00-t.txt
Project Gutenberg Canada,The Problem of Pain,"Lewis, C. S. [Clive Staples] (1898-1963)",https://gutenberg.ca/ebooks/lewiscs-problemofpain/lewiscs-problemofpain-00-t.txt
Project Gutenberg Canada,The Prodigal Parents,"Lewis, Sinclair [Harry Sinclair] (1885-1951)",https://gutenberg.ca/ebooks/lewiss-prodigalparents/lewiss-prodigalparents-00-t.txt
